beneficiary_id,partner_id,gender,age,category,education_level,family_size,dependents_count,marital_status,rural_urban,state,district,annual_family_income,income_source,bpl_status,land_owned_acres,bank_account_status,bank_name,account_type,loan_id,loan_scheme,loan_amount,subsidy_amount,interest_rate,tenure_months,emi_amount,loan_start_date,loan_end_date,collateral_required,guarantor_present,loan_purpose,sector,business_age,repayment_id,total_emis,emis_paid,emis_pending,on_time_emis,late_payments,missed_payments,average_delay_days,max_delay_days,current_outstanding,default_status,last_payment_date,risk_score
BEN2586,CP17,Female,50,General,8th,6,1,Married,Rural,Chhattisgarh,Bastar,123558,Labour,Yes,2.5,Yes,Canara,JanDhan,LN2586_2,ServiceLoan,106840,26710,5.9,47,2551,18-03-2025,26-01-2029,No,Yes,OfficeSetup,Services,9,RP2586_2,47,8,39,6,2,0,6,14,88654,No,13-11-2025,47.16375139
BEN0720,CP19,Female,36,OBC,12th,4,0,Married,Rural,Bihar,Muzaffarpur,148308,Labour,Yes,1,Yes,UnionBank,Savings,LN0720_2,EducationLoan,176720,44180,5.2,29,6497,23-03-2025,10-08-2027,No,No,SkillCourse,Education,0,RP0720_2,29,8,21,6,2,0,5,25,127969,No,18-11-2025,47.15995871
BEN3117,CP05,Male,46,SC,10th,2,1,Married,Rural,Bihar,Darbhanga,122935,Coaching,Yes,0.8,Yes,BankOfBaroda,JanDhan,LN3117_2,HousingLoan,368805,99577,8,145,3975,09-04-2025,28-04-2025,Yes,Yes,GeneralPurpose,Others,0,RP3117_2,145,145,0,6,1,0,0,22,0,No,05-11-2025,47.13160445
BEN4988,CP17,Female,52,ST,5th,7,2,Married,Urban,Bihar,Gaya,164205,Coaching,No,0,Yes,Axis,JanDhan,LN4988_2,AgriLoan,251612,57870,3.1,29,9016,24-04-2024,26-09-2025,Yes,Yes,Fertilizer,Agriculture,0,RP4988_2,29,29,0,6,6,7,36,36,0,Yes,19-04-2025,46.82096191
BEN1912,CP01,Female,32,ST,Graduate,2,1,Married,Rural,MP,Jabalpur,93319,Trading,Yes,0.6,Yes,ICICI,Savings,LN1912_1,WomenEnterprise,55860,16758,5.2,27,2196,06-10-2023,24-12-2025,No,Yes,GeneralPurpose,Others,0,RP1912_1,27,16,11,6,10,10,34,69,22757,Yes,28-01-2025,46.80059484
BEN3646,CP13,Male,64,SC,12th,6,0,Married,Rural,Delhi,South,155838,Farming,No,0.5,Yes,UnionBank,JanDhan,LN3646_1,AgriLoan,268993,59178,4.5,30,9497,15-03-2024,19-05-2024,Yes,Yes,Equipment,Agriculture,0,RP3646_1,30,30,0,6,5,9,28,39,0,Yes,08-02-2025,46.64165812
BEN2524,CP10,Male,64,OBC,10th,5,3,Married,Rural,MP,Bhopal,161453,Carpentry,No,0.7,Yes,Axis,JanDhan,LN2524_1,HousingLoan,484359,82341,7.6,186,4439,13-03-2025,12-11-2025,Yes,No,GeneralPurpose,Others,0,RP2524_1,186,186,0,6,2,0,7,22,0,No,08-11-2025,46.64032227
BEN0232,CP14,Male,54,General,5th,6,0,Married,Rural,Chhattisgarh,Raipur,103554,ForestProduct,No,2.3,Yes,SBI,JanDhan,LN0232_1,EducationLoan,125044,21257,4.6,58,2408,06-03-2025,10-12-2029,No,Yes,VocationalTraining,Education,0,RP0232_1,58,7,51,6,1,1,1,13,109952,No,02-10-2025,46.42806153
BEN4039,CP19,Male,43,SC,10th,4,3,Married,Urban,Jharkhand,Dhanbad,197416,Farming,No,0,Yes,PNB,JanDhan,LN4039_2,AgriLoan,161243,32248,3.9,21,7955,05-12-2023,26-08-2025,No,Yes,Equipment,Agriculture,0,RP4039_2,21,11,10,6,5,10,26,72,76782,Yes,30-10-2024,46.41168177
BEN3286,CP08,Female,29,General,8th,6,2,Married,Rural,Maharashtra,Mumbai,75772,Coaching,Yes,0.4,Yes,IndianBank,JanDhan,LN3286_2,MicroFinance,22693,5673,11.8,21,1201,20-05-2024,09-02-2026,No,Yes,GeneralPurpose,Others,0,RP3286_2,21,11,10,6,5,7,21,50,10806,Yes,15-04-2025,46.35190961
BEN1765,CP14,Female,36,General,5th,3,2,Married,Rural,Bihar,Darbhanga,60833,Dairy,Yes,0.1,Yes,Canara,Savings,LN1765_2,DairyLoan,168098,42024,5.8,43,4338,08-02-2025,26-04-2025,No,Yes,DairyEquipment,Agriculture,0,RP1765_2,43,43,0,6,2,1,1,17,0,No,06-10-2025,46.27130296
BEN1809,CP08,Female,57,OBC,5th,2,1,Married,Rural,Chhattisgarh,Korba,70513,Manufacturing,Yes,0.1,Yes,PNB,JanDhan,LN1809_1,WomenEnterprise,161914,40478,5.4,32,5444,23-01-2025,14-08-2025,No,No,GeneralPurpose,Others,0,RP1809_1,32,32,0,6,3,1,14,0,0,No,20-10-2025,45.93748456
BEN3604,CP17,Female,33,OBC,12th,3,2,Married,Rural,Chhattisgarh,Korba,90365,Agriculture,Yes,0.6,Yes,UnionBank,JanDhan,LN3604_1,HousingLoan,271095,67773,6.9,211,2221,10-12-2024,24-07-2025,Yes,Yes,GeneralPurpose,Others,0,RP3604_1,211,211,0,6,3,2,5,1,0,No,06-09-2025,45.93541271
BEN2808,CP20,Male,28,General,8th,8,0,Married,Rural,Bihar,Patna,86203,Farming,Yes,1.8,Yes,SBI,JanDhan,LN2808_2,StartupLoan,258609,56893,6.5,70,4448,21-04-2025,08-07-2025,Yes,Yes,GeneralPurpose,Others,0,RP2808_2,70,70,0,6,1,0,13,22,0,No,17-11-2025,45.66545724
BEN3343,CP12,Female,20,ST,12th,3,2,Single,Rural,UP,Kanpur,93627,FoodBusiness,Yes,1,Yes,PNB,Savings,LN3343_1,EducationLoan,107879,32363,5.3,75,1692,17-01-2025,11-03-2025,No,Yes,Certification,Education,0,RP3343_1,75,75,0,6,3,1,13,25,0,No,14-10-2025,45.5638447
BEN3408,CP14,Male,51,General,8th,2,1,Married,Urban,MP,Jabalpur,208611,ForestProduct,No,0,Yes,PNB,JanDhan,LN3408_2,DairyLoan,186108,27916,5.9,45,4620,06-06-2023,26-10-2025,No,Yes,DairyEquipment,Agriculture,0,RP3408_2,45,45,0,6,11,13,39,31,0,Yes,28-10-2024,45.46295499
BEN2866,CP01,Female,56,ST,8th,5,0,Married,Rural,MP,Betul,62006,Tailoring,Yes,2.5,Yes,HDFC,JanDhan,LN2866_1,DairyLoan,186018,55805,5.5,55,3834,13-04-2025,16-05-2025,No,Yes,Infrastructure,Agriculture,0,RP2866_1,55,55,0,6,1,0,11,5,0,No,09-11-2025,45.33711046
BEN0372,CP16,Female,48,OBC,5th,2,1,Married,Rural,Odisha,Cuttack,46261,Labour,Yes,2.7,Yes,BankOfBaroda,Savings,LN0372_1,AgriLoan,119897,29974,3.9,45,2868,03-03-2025,16-06-2025,No,Yes,Equipment,Agriculture,0,RP0372_1,45,45,0,6,1,1,11,21,0,No,29-09-2025,45.31943402
BEN4482,CP06,Male,51,OBC,8th,5,0,Married,Rural,Chhattisgarh,Bastar,88749,FoodBusiness,Yes,1,Yes,BOI,JanDhan,LN4482_2,AgriLoan,228324,50231,4.7,40,6178,02-03-2025,14-09-2025,Yes,No,IrrigationSetup,Agriculture,0,RP4482_2,40,40,0,6,2,0,6,12,0,No,28-10-2025,45.3083272
BEN4144,CP02,Male,51,ST,10th,7,2,Married,Rural,UP,Ballia,132829,BeautyParlor,No,2.4,Yes,HDFC,JanDhan,LN4144_1,DairyLoan,165019,36304,4.9,49,3722,01-01-2024,30-06-2025,No,Yes,DairyEquipment,Agriculture,0,RP4144_1,49,49,0,6,9,8,35,59,0,Yes,26-03-2025,45.19773085
BEN2326,CP11,Male,55,OBC,10th,7,1,Married,Rural,UP,Agra,95236,Agriculture,Yes,0.2,Yes,UnionBank,JanDhan,LN2326_1,BusinessLoan,167427,36833,5.5,50,3754,02-02-2025,25-10-2025,No,Yes,Expansion,MSME,4,RP2326_1,50,50,0,6,2,1,5,5,0,No,30-09-2025,45.19163859
BEN1180,CP09,Female,54,General,5th,2,1,Married,Rural,Jharkhand,Ranchi,84102,BeautyParlor,Yes,1.8,Yes,Canara,Savings,LN1180_2,StartupLoan,252306,63076,5,56,5060,07-03-2025,26-07-2025,Yes,Yes,GeneralPurpose,Others,0,RP1180_2,56,56,0,6,2,0,1,24,0,No,02-11-2025,45.08332342
BEN4514,CP10,Male,50,General,8th,5,0,Married,Urban,Gujarat,Vadodara,204352,FoodBusiness,No,0,Yes,Axis,Savings,LN4514_2,WomenEnterprise,195156,29273,5.7,39,5493,08-12-2023,30-07-2025,No,Yes,GeneralPurpose,Others,0,RP4514_2,39,39,0,6,9,8,20,48,0,Yes,02-03-2025,44.72626397
BEN3342,CP19,Male,33,OBC,10th,4,1,Married,Rural,Odisha,Bhubaneswar,54500,BeautyParlor,Yes,0.3,Yes,Axis,JanDhan,LN3342_2,AgriLoan,148256,32616,4.6,46,3521,13-02-2025,09-08-2025,No,Yes,IrrigationSetup,Agriculture,0,RP3342_2,46,46,0,6,2,1,8,7,0,No,11-10-2025,44.71230805
BEN4792,CP20,Female,36,OBC,5th,3,1,Married,Rural,Gujarat,Rajkot,74402,ForestProduct,Yes,1.3,Yes,HDFC,JanDhan,LN4792_2,ServiceLoan,223206,55801,4.7,32,7435,07-01-2025,29-10-2025,Yes,No,SalonExpansion,Services,9,RP4792_2,32,32,0,6,2,2,14,2,0,No,04-09-2025,44.64582213
BEN0404,CP04,Male,35,SC,12th,6,2,Married,Rural,MP,Gwalior,85618,FoodBusiness,Yes,0.6,Yes,HDFC,Savings,LN0404_1,MicroFinance,87929,23740,11.5,19,5084,04-12-2024,27-06-2026,No,Yes,GeneralPurpose,Others,0,RP0404_1,19,9,10,6,3,2,6,28,46278,No,31-08-2025,44.5693862
BEN2116,CP01,Female,49,General,5th,7,4,Married,Rural,Rajasthan,Bikaner,50898,ForestProduct,Yes,0.5,Yes,IndianBank,JanDhan,LN2116_1,MicroFinance,91722,22930,11.9,18,5589,28-02-2025,10-10-2025,No,Yes,GeneralPurpose,Others,0,RP2116_1,18,18,0,6,1,1,2,4,0,No,26-09-2025,44.31941719
BEN0056,CP07,Male,29,General,5th,3,2,Married,Rural,Jharkhand,Jamshedpur,67518,Labour,Yes,0.2,Yes,BankOfBaroda,Savings,LN0056_1,DairyLoan,202554,44561,4.8,37,5900,14-03-2025,02-06-2025,Yes,Yes,FeedPurchase,Agriculture,0,RP0056_1,37,37,0,6,1,1,8,28,0,No,10-10-2025,44.20808639
BEN2408,CP05,Female,26,SC,12th,5,4,Married,Rural,Gujarat,Vadodara,112042,Tailoring,Yes,1.4,Yes,Canara,JanDhan,LN2408_2,ServiceLoan,332690,99807,5.4,59,6433,09-03-2025,27-04-2025,Yes,Yes,Technology,Services,0,RP2408_2,59,59,0,6,2,0,11,24,0,No,04-11-2025,43.56355932
BEN3236,CP05,Male,52,ST,8th,8,0,Married,Rural,Jharkhand,Deoghar,95052,ForestProduct,Yes,0.9,Yes,ICICI,Savings,LN3236_2,ServiceLoan,136369,36819,5.6,31,4735,06-04-2025,08-04-2025,No,No,ServiceEquipment,Services,9,RP3236_2,31,31,0,6,1,0,8,26,0,No,02-11-2025,43.44944368
BEN4926,CP04,Female,57,General,10th,8,5,Married,Urban,Gujarat,Vadodara,237604,Trading,No,0,Yes,PNB,Savings,LN4926_1,EducationLoan,171516,30872,4,43,4288,15-03-2025,25-09-2028,No,No,CollegeFee,Education,0,RP4926_1,43,8,35,6,2,0,7,20,139606,No,10-11-2025,43.29683155
BEN3517,CP15,Male,37,General,5th,7,3,Married,Rural,Delhi,East,49821,FoodBusiness,Yes,0.5,Yes,Canara,Savings,LN3517_2,AgriLoan,93358,20538,3.5,24,4033,04-04-2025,04-10-2025,No,No,IrrigationSetup,Agriculture,0,RP3517_2,24,24,0,6,1,0,7,29,0,No,31-10-2025,43.2249593
BEN0154,CP09,Female,25,ST,8th,4,2,Married,Rural,Jharkhand,Dhanbad,82504,Labour,Yes,0.1,Yes,IndianBank,JanDhan,LN0154_1,AgriLoan,227211,68163,4.2,28,8532,10-02-2025,26-04-2025,Yes,No,Equipment,Agriculture,0,RP0154_1,28,28,0,6,1,2,13,2,0,No,08-09-2025,43.10713626
BEN3106,CP11,Male,40,ST,10th,4,3,Married,Urban,Rajasthan,Jaipur,184436,FoodBusiness,No,0,Yes,Axis,JanDhan,LN3106_1,ServiceLoan,244793,48958,4.4,26,9888,03-01-2025,22-02-2027,Yes,Yes,ServiceEquipment,Services,7,RP3106_1,26,8,18,6,2,2,4,2,169472,No,31-08-2025,43.10583523
BEN2734,CP09,Male,59,ST,8th,2,1,Married,Rural,Odisha,Bhubaneswar,129053,FoodBusiness,No,1,Yes,BankOfBaroda,JanDhan,LN2734_2,AgriLoan,234211,51526,4,32,7728,02-03-2025,18-10-2027,Yes,Yes,IrrigationSetup,Agriculture,0,RP2734_2,32,8,24,6,2,0,14,24,175658,No,28-10-2025,43.07914703
BEN3029,CP13,Male,57,ST,5th,5,1,Married,Rural,Odisha,Cuttack,88045,Tailoring,Yes,0.2,Yes,PNB,Savings,LN3029_1,WomenEnterprise,179627,48499,5.3,31,6212,03-04-2025,30-09-2025,No,Yes,GeneralPurpose,Others,0,RP3029_1,31,31,0,6,1,0,3,19,0,No,30-10-2025,42.9776801
BEN2466,CP19,Male,39,SC,10th,6,3,Married,Rural,Bihar,Darbhanga,128409,Dairy,No,0.6,Yes,PNB,Savings,LN2466_1,BusinessLoan,385227,84749,4.9,27,15097,04-03-2025,23-05-2027,Yes,Yes,EquipmentPurchase,MSME,6,RP2466_1,27,7,20,6,1,1,0,17,285353,No,30-09-2025,42.95646063
BEN0871,CP10,Female,33,SC,12th,8,0,Married,Urban,Chhattisgarh,Bilaspur,130710,Farming,No,0,Yes,UnionBank,Savings,LN0871_1,EducationLoan,45473,10458,4.1,37,1310,27-06-2024,12-07-2027,No,Yes,CollegeFee,Education,0,RP0871_1,37,11,26,6,5,6,42,68,31954,Yes,23-05-2025,42.90473684
BEN1852,CP06,Female,27,SC,12th,5,4,Married,Rural,Odisha,Bhubaneswar,63398,Tailoring,Yes,2.1,Yes,Canara,JanDhan,LN1852_2,AgriLoan,59584,17875,4.5,30,2103,26-03-2025,12-09-2027,No,Yes,Fertilizer,Agriculture,0,RP1852_2,30,8,22,6,2,0,0,26,43694,No,21-11-2025,42.77323031
BEN1567,CP12,Female,63,SC,10th,2,1,Married,Urban,Bihar,Patna,179318,Trading,No,0,Yes,SBI,Savings,LN1567_1,EducationLoan,49588,11405,3.8,75,743,25-03-2025,23-05-2031,No,Yes,Certification,Education,0,RP1567_1,75,7,68,6,1,1,10,14,44959,No,21-10-2025,42.63185038
BEN0730,CP20,Male,50,General,10th,6,1,Married,Rural,UP,Ballia,113101,ForestProduct,No,0.1,Yes,BankOfBaroda,Savings,LN0730_1,VehicleLoan,339303,57681,7.1,24,15206,10-02-2025,31-01-2027,Yes,Yes,GeneralPurpose,Others,0,RP0730_1,24,9,15,6,3,0,4,22,212064,No,07-11-2025,42.55831477
BEN1861,CP04,Female,59,General,8th,6,5,Married,Urban,Bihar,Darbhanga,154141,Coaching,No,0,Yes,BankOfBaroda,Savings,LN1861_1,DairyLoan,194991,35098,4.9,62,3566,19-03-2025,27-04-2025,No,No,Infrastructure,Agriculture,0,RP1861_1,62,62,0,6,2,0,7,27,0,No,14-11-2025,42.46279561
BEN2057,CP16,Male,37,SC,10th,5,4,Married,Rural,Maharashtra,Aurangabad,86364,Farming,Yes,0.2,Yes,Canara,JanDhan,LN2057_2,AgriLoan,91847,24798,3.3,47,2085,12-01-2025,09-05-2025,No,No,SeedPurchase,Agriculture,0,RP2057_2,47,47,0,6,2,2,3,12,0,No,09-09-2025,42.29600366
BEN2714,CP09,Female,39,General,5th,7,0,Married,Urban,Chhattisgarh,Durg,113396,Tailoring,No,0,Yes,HDFC,JanDhan,LN2714_2,DairyLoan,163853,29493,4.8,38,4656,27-01-2025,03-09-2025,No,Yes,Infrastructure,Agriculture,0,RP2714_2,38,38,0,6,2,2,7,12,0,No,24-09-2025,42.0338219
BEN1317,CP09,Male,19,SC,8th,8,3,Married,Urban,Odisha,Koraput,111859,Agriculture,No,0,Yes,Axis,JanDhan,LN1317_2,AgriLoan,173344,34668,4.4,13,13678,16-01-2025,27-03-2025,No,No,SeedPurchase,Agriculture,0,RP1317_2,13,13,0,6,3,1,10,20,0,No,13-10-2025,41.98715641
BEN2451,CP13,Male,41,SC,8th,2,1,Married,Rural,Bihar,Patna,51024,Carpentry,Yes,1.8,Yes,IndianBank,JanDhan,LN2451_1,BusinessLoan,153072,41329,4.9,24,6708,18-02-2025,09-06-2025,No,Yes,WorkingCapital,MSME,3,RP2451_1,24,24,0,6,3,0,2,26,0,No,15-11-2025,41.89165229
BEN0165,CP04,Male,19,OBC,12th,4,3,Married,Urban,Maharashtra,Mumbai,170271,Labour,No,0,Yes,ICICI,JanDhan,LN0165_2,EducationLoan,139636,20945,3.9,26,5609,02-03-2025,21-04-2027,No,No,CollegeFee,Education,0,RP0165_2,26,8,18,6,2,0,12,5,96671,No,28-10-2025,41.8065587
BEN1220,CP18,Female,43,General,8th,4,0,Married,Rural,Gujarat,Rajkot,53064,ForestProduct,Yes,1.2,Yes,Canara,JanDhan,LN1220_1,WomenEnterprise,102803,25700,4.6,25,4320,12-02-2025,20-06-2025,No,Yes,GeneralPurpose,Others,0,RP1220_1,25,25,0,6,2,1,13,27,0,No,10-10-2025,41.76663019
BEN3451,CP06,Female,35,General,8th,3,0,Married,Urban,Bihar,Patna,157414,Manufacturing,No,0,Yes,IndianBank,Savings,LN3451_1,ServiceLoan,345178,62132,6.1,58,6886,17-12-2024,05-03-2025,Yes,Yes,Technology,Services,9,RP3451_1,58,58,0,6,3,2,8,26,0,No,13-09-2025,41.75201091
BEN4125,CP11,Male,18,OBC,8th,4,3,Single,Rural,Delhi,South,62425,Labour,Yes,0.3,Yes,SBI,JanDhan,LN4125_1,EducationLoan,52647,11582,5.4,46,1269,18-01-2025,20-06-2025,No,Yes,Certification,Education,0,RP4125_1,46,46,0,6,2,2,11,4,0,No,15-09-2025,41.69665156
BEN3479,CP19,Male,46,OBC,8th,6,3,Married,Urban,UP,Ballia,128776,BeautyParlor,No,0,Yes,BOI,JanDhan,LN3479_1,StartupLoan,235325,35298,5.3,63,4287,01-04-2025,26-07-2025,Yes,Yes,GeneralPurpose,Others,0,RP3479_1,63,63,0,6,1,0,8,11,0,No,28-10-2025,41.68847613
BEN1107,CP02,Male,35,OBC,10th,8,1,Married,Rural,Jharkhand,Jamshedpur,74018,FoodBusiness,Yes,0.6,Yes,HDFC,JanDhan,LN1107_2,DairyLoan,222054,48851,5.2,36,6675,21-02-2025,22-05-2025,Yes,Yes,CattlePurchase,Agriculture,0,RP1107_2,36,36,0,6,3,0,12,2,0,No,18-11-2025,41.59998019
BEN2060,CP13,Male,36,SC,12th,2,1,Married,Urban,Delhi,Central,146346,Farming,Yes,0,Yes,Canara,JanDhan,LN2060_2,MicroFinance,90257,22564,8.3,22,4436,01-01-2025,23-10-2026,No,Yes,GeneralPurpose,Others,0,RP2060_2,22,9,13,6,3,1,5,29,53333,No,28-09-2025,41.51197806
BEN1513,CP13,Male,47,General,12th,8,1,Married,Urban,Maharashtra,Aurangabad,203100,Carpentry,Yes,0,Yes,UnionBank,JanDhan,LN1513_2,EducationLoan,56430,11286,5.1,37,1651,25-02-2025,11-03-2028,No,Yes,Certification,Education,0,RP1513_2,37,7,30,6,1,2,10,7,45754,No,23-09-2025,41.38991118
BEN0175,CP04,Male,38,OBC,5th,3,0,Married,Rural,Gujarat,Gandhinagar,83011,Trading,Yes,0,Yes,PNB,JanDhan,LN0175_2,MicroFinance,79711,17536,11.8,11,7680,12-03-2025,05-02-2026,No,Yes,GeneralPurpose,Others,0,RP0175_2,11,8,3,6,2,0,5,24,21739,No,07-11-2025,40.98269339
BEN3009,CP03,Male,50,General,10th,8,2,Married,Rural,Odisha,Rourkela,65504,Trading,Yes,1.9,Yes,BankOfBaroda,Savings,LN3009_2,AgriLoan,34498,7589,4.4,36,1024,24-01-2025,09-01-2028,No,Yes,Equipment,Agriculture,0,RP3009_2,36,8,28,6,2,2,5,16,26831,No,21-09-2025,40.58846421
BEN4391,CP10,Male,33,General,12th,7,5,Married,Urban,Rajasthan,Kota,172220,Tailoring,No,0,Yes,PNB,Savings,LN4391_2,WomenEnterprise,123976,18596,3.9,42,3162,02-01-2025,15-06-2028,No,Yes,GeneralPurpose,Others,0,RP4391_2,42,8,34,6,2,2,1,7,100361,No,30-08-2025,40.47840286
BEN1651,CP13,Male,64,OBC,10th,8,3,Married,Rural,Jharkhand,Deoghar,140782,Labour,No,0.1,Yes,PNB,Savings,LN1651_1,AgriLoan,40490,6883,4.9,45,986,05-03-2025,14-11-2028,No,No,Fertilizer,Agriculture,0,RP1651_1,45,8,37,6,2,0,10,23,33291,No,31-10-2025,40.4341821
BEN0719,CP11,Female,59,General,12th,8,0,Married,Urban,Gujarat,Gandhinagar,217358,Carpentry,No,0,Yes,UnionBank,JanDhan,LN0719_1,AgriLoan,235714,42428,4.1,32,7788,31-12-2024,18-08-2027,Yes,Yes,Equipment,Agriculture,0,RP0719_1,32,8,24,6,2,2,0,10,176785,No,28-08-2025,40.39030647
BEN0097,CP06,Female,51,General,8th,5,4,Married,Rural,Rajasthan,Kota,51100,ForestProduct,Yes,0.1,Yes,HDFC,Savings,LN0097_1,AgriLoan,153300,38325,3,15,10425,17-01-2025,04-07-2025,No,Yes,IrrigationSetup,Agriculture,0,RP0097_1,15,15,0,6,2,2,12,22,0,No,14-09-2025,40.16666667
BEN3189,CP10,Male,25,ST,Graduate,3,1,Married,Rural,UP,Kanpur,128421,Manufacturing,No,0.1,Yes,Canara,JanDhan,LN3189_1,AgriLoan,78589,17289,4,22,3710,03-10-2023,24-07-2025,No,Yes,SeedPurchase,Agriculture,0,RP3189_1,22,13,9,6,7,9,44,54,32150,Yes,27-10-2024,40.15898901
BEN4694,CP11,Female,42,SC,8th,8,5,Married,Urban,Delhi,North,104390,BeautyParlor,No,0,Yes,BankOfBaroda,Savings,LN4694_1,EducationLoan,33171,7629,4.3,64,580,23-02-2025,28-05-2030,No,Yes,SkillCourse,Education,0,RP4694_1,64,7,57,6,1,2,13,10,29542,No,21-09-2025,40.08769223
BEN1080,CP05,Male,48,General,8th,5,4,Married,Rural,UP,Lucknow,112368,Farming,No,1,Yes,Axis,Savings,LN1080_1,VehicleLoan,225060,38260,7.3,57,4684,11-02-2025,01-10-2025,Yes,Yes,GeneralPurpose,Others,0,RP1080_1,57,57,0,6,2,1,9,8,0,No,09-10-2025,39.83903064
BEN2365,CP16,Male,59,OBC,10th,8,5,Married,Rural,Bihar,Gaya,155822,Coaching,No,0.6,Yes,HDFC,JanDhan,LN2365_2,AgriLoan,89137,15153,3.7,42,2265,03-04-2025,14-09-2028,No,No,Equipment,Agriculture,0,RP2365_2,42,7,35,6,1,0,13,26,74280,No,30-10-2025,39.54056576
BEN0876,CP19,Female,29,OBC,10th,4,2,Married,Urban,Maharashtra,Aurangabad,149907,Coaching,No,0,Yes,Canara,Savings,LN0876_1,AgriLoan,160891,28960,3.9,19,8745,18-12-2024,11-07-2026,No,Yes,IrrigationSetup,Agriculture,0,RP0876_1,19,9,10,6,3,2,0,17,84679,No,14-09-2025,39.41557444
BEN4166,CP19,Male,43,ST,8th,6,5,Married,Urban,Odisha,Bhubaneswar,153519,Farming,No,0,Yes,BankOfBaroda,Savings,LN4166_1,AgriLoan,39476,7895,4.4,20,2050,06-09-2023,28-04-2025,No,Yes,SeedPurchase,Agriculture,0,RP4166_1,20,13,7,6,7,7,36,46,13816,Yes,30-09-2024,39.40456411
BEN0258,CP13,Male,18,OBC,Graduate,2,1,Married,Rural,Delhi,Central,61917,Tailoring,Yes,1.7,Yes,BOI,Savings,LN0258_2,EducationLoan,31391,6906,4.3,63,557,09-12-2024,21-12-2024,No,No,SkillCourse,Education,0,RP0258_2,63,63,0,6,3,2,12,23,0,No,05-09-2025,39.32659442
BEN1785,CP15,Female,40,OBC,10th,8,5,Married,Rural,Bihar,Bhagalpur,104174,Carpentry,No,0.4,Yes,BankOfBaroda,JanDhan,LN1785_2,DairyLoan,312522,62504,6.1,39,8854,25-01-2025,04-02-2025,Yes,Yes,CattlePurchase,Agriculture,0,RP1785_2,39,39,0,6,2,2,0,16,0,No,22-09-2025,39.25960899
BEN4055,CP02,Male,46,SC,8th,5,3,Married,Rural,UP,Lucknow,63441,Dairy,Yes,0.2,Yes,Axis,JanDhan,LN4055_2,AgriLoan,190323,51387,3.3,13,14923,13-02-2025,29-10-2025,No,Yes,SeedPurchase,Agriculture,0,RP4055_2,13,13,0,6,3,0,5,23,0,No,10-11-2025,39.10960987
BEN1215,CP13,Male,38,OBC,10th,7,2,Married,Urban,Odisha,Cuttack,124484,BeautyParlor,No,0,Yes,IndianBank,JanDhan,LN1215_2,WomenEnterprise,188186,28227,5.3,32,6319,13-02-2025,21-11-2025,No,Yes,GeneralPurpose,Others,0,RP1215_2,32,32,0,6,1,2,5,5,0,No,11-09-2025,39.08330942
BEN2367,CP07,Female,50,SC,5th,6,4,Married,Rural,Rajasthan,Jodhpur,87054,BeautyParlor,Yes,1.4,Yes,SBI,JanDhan,LN2367_1,MicroFinance,94551,28365,11.1,9,10997,02-03-2024,27-11-2024,No,Yes,GeneralPurpose,Others,0,RP2367_1,9,8,1,6,2,1,12,11,10505,No,28-10-2024,38.43054768
BEN0992,CP11,Female,46,General,10th,4,3,Married,Rural,MP,Indore,118058,ForestProduct,Yes,0.1,Yes,BOI,Savings,LN0992_1,MicroFinance,82399,20599,11.7,22,4179,30-01-2025,31-07-2025,No,No,GeneralPurpose,Others,0,RP0992_1,22,22,0,6,2,1,7,25,0,No,27-09-2025,38.37721725
BEN4252,CP10,Male,47,SC,10th,8,3,Married,Urban,MP,Jabalpur,99995,Agriculture,Yes,0,Yes,Canara,Savings,LN4252_2,AgriLoan,87672,21918,5,28,3323,04-01-2025,28-05-2025,No,Yes,SeedPurchase,Agriculture,0,RP4252_2,28,28,0,6,3,1,0,12,0,No,01-10-2025,38.31525743
BEN4531,CP13,Male,40,OBC,10th,2,1,Married,Urban,Delhi,Central,86802,Coaching,Yes,0,Yes,BOI,JanDhan,LN4531_1,MicroFinance,76083,15216,11.8,9,8874,09-07-2023,04-04-2024,No,Yes,GeneralPurpose,Others,0,RP4531_1,9,7,2,6,1,2,1,8,16907,No,04-02-2024,38.2372596
BEN3227,CP16,Male,49,General,8th,3,1,Married,Urban,Odisha,Cuttack,147901,Farming,Yes,0,Yes,ICICI,Savings,LN3227_2,WomenEnterprise,91656,18331,5.3,40,2504,24-01-2025,04-07-2025,No,Yes,GeneralPurpose,Others,0,RP3227_2,40,40,0,6,2,2,11,9,0,No,21-09-2025,38.15544077
BEN3103,CP05,Male,48,OBC,12th,7,0,Married,Rural,Delhi,West,83835,FoodBusiness,Yes,2.2,Yes,Axis,Savings,LN3103_1,AgriLoan,168877,37152,3.8,12,14364,29-01-2025,26-04-2025,No,Yes,Equipment,Agriculture,0,RP3103_1,12,12,0,6,2,1,6,22,0,No,26-09-2025,37.6833055
BEN0630,CP06,Female,25,SC,12th,2,1,Married,Rural,Gujarat,Gandhinagar,107745,Trading,No,1.3,Yes,SBI,Savings,LN0630_1,WomenEnterprise,184210,46052,5.3,36,5545,10-01-2025,12-10-2025,No,Yes,GeneralPurpose,Others,0,RP0630_1,36,36,0,6,3,1,2,12,0,No,07-10-2025,37.06943087
