beneficiary_id,income_category,household_size,months_present_count,units_consumed_mean,units_consumed_median,units_consumed_mode,units_consumed_std,units_consumed_max,units_consumed_min,electricitybilling_amount_mean,electricitybilling_amount_median,electricitybilling_amount_mode,electricitybilling_amount_std,electricitybilling_amount_max,electricitybilling_amount_min,gas_refill_amt_mean,gas_refill_amt_median,gas_refill_amt_mode,gas_refill_amt_std,gas_refill_amt_max,gas_refill_amt_min,gas_refill_subsidy_amt_mean,gas_refill_subsidy_amt_median,gas_refill_subsidy_amt_mode,gas_refill_subsidy_amt_std,gas_refill_subsidy_amt_max,gas_refill_subsidy_amt_min,mobilerechargeamount_mean,mobilerechargeamount_median,mobilerechargeamount_mode,mobilerechargeamount_std,mobilerechargeamount_max,mobilerechargeamount_min,mobile_recharge_number,data_confidence_score,timestamp,units_per_capita,electricity_bill_per_capita,gas_bill_per_capita,mobile_bill_per_capita,cost_per_unit_electricity,subsidy_ratio,average_recharge_value,total_monthly_utility_spend,electricity_cv,mobile_cv,is_data_rich,missing_electricity,missing_gas,missing_mobile,interaction_elec_hh
BEN_04259,High,3,3,236.62,220.78,276.88,59.33,369.38,126.17,2082.04,1987.55,2254.64,349.3,3762.11,1582.11,1018.29,1018.29,1018.29,101.83,1056.29,956.29,0,0,0,0,0,0,86,78.89,86.28,28.91,141.73,56.08,4,88.13,2023-06-13,78.87,694.01,339.43,28.67,8.8,0.0,86,3186.34,0.25,0.34,0,2,0,2,709.87
BEN_18259,High,5,3,82.19,83.1,82.06,13.41,128.52,60.59,413.36,422.94,391.05,119.86,683.49,185.19,1127.22,1127.22,1127.22,112.72,1191.22,1051.22,363,363,363,30,363,363,121,130.56,110.22,47.98,213.48,68.25,3,76.88,2023-09-05,16.44,82.67,225.44,24.2,5.03,0.32,121,1661.58,0.16,0.4,0,2,1,2,410.97
BEN_32827,Low,5,2,166.55,180.92,137.65,34.74,284.56,130.08,1469.17,1478.01,1608.32,357.94,2638.65,959.8,1174.67,1174.67,1174.67,117.47,1197.67,1105.67,0,0,0,0,0,0,3459,3203.39,3681.13,1182.97,6073.92,1523.99,2,90.02,2023-03-21,33.31,293.83,234.93,691.8,8.82,0.0,3459,6102.84,0.21,0.34,0,3,0,0,832.76
BEN_20538,Low,7,4,59.68,60.66,71.6,21.28,93.5,34.22,233.57,220.27,248.27,31.36,406.34,177.5,1245.42,1245.42,1245.42,124.54,1285.42,1199.42,0,0,0,0,0,0,374,384.52,315.79,109.64,583.03,183.87,4,95.84,2023-02-02,8.53,33.37,177.92,53.43,3.91,0.0,374,1852.99,0.36,0.29,1,1,1,3,417.76
BEN_18609,Medium,7,2,68.41,67.42,61.9,25.53,101.67,51.73,382.61,390.96,308.01,110.26,611.26,266.01,1181.8,1181.8,1181.8,118.18,1263.8,1144.8,0,0,0,0,0,0,728,665.54,663.28,221.74,1286.38,560.0,2,72.9,2023-06-22,9.77,54.66,168.83,104.0,5.59,0.0,728,2292.41,0.37,0.3,0,3,0,3,478.87
BEN_01894,Medium,5,5,39.86,42.47,38.63,10.91,53.1,29.59,207.72,205.55,186.4,22.82,310.44,92.9,1120.4,1120.4,1120.4,112.04,1147.4,1085.4,436,436,436,30,436,436,584,619.45,471.66,207.02,725.39,240.32,1,92.13,2023-08-12,7.97,41.54,224.08,116.8,5.21,0.39,584,1912.13,0.27,0.35,1,0,0,0,199.3
BEN_05845,High,3,5,721.55,716.56,612.03,217.3,1151.85,442.66,3585.66,3557.69,3463.62,604.74,6934.02,2278.45,899.87,899.87,899.87,89.99,969.87,868.87,314,314,314,30,314,314,1339,1241.65,1536.71,498.08,2199.63,772.56,2,80.41,2023-05-19,240.52,1195.22,299.96,446.33,4.97,0.35,1339,5824.53,0.3,0.37,1,0,2,2,2164.65
BEN_06301,Medium,2,5,51.41,50.39,56.43,10.43,90.01,27.58,405.03,430.22,401.13,86.06,488.06,194.22,877.74,877.74,877.74,87.77,943.74,857.74,0,0,0,0,0,0,471,452.95,385.74,139.01,787.08,201.71,4,84.7,2023-01-08,25.71,202.52,438.87,235.5,7.88,0.0,471,1753.77,0.2,0.3,1,0,0,2,102.82
BEN_15106,High,7,4,348.39,330.09,283.96,129.68,449.53,214.64,2729.73,2588.09,2296.85,719.13,3881.53,2171.84,1189.73,1189.73,1189.73,118.97,1233.73,1093.73,0,0,0,0,0,0,1923,2104.35,1630.76,696.47,3324.72,1524.84,3,100.0,2023-09-08,49.77,389.96,169.96,274.71,7.84,0.0,1923,5842.46,0.37,0.36,1,1,0,0,2438.72
BEN_08097,High,6,3,374.87,406.74,446.15,95.84,529.17,238.9,2508.56,2527.28,2237.17,398.9,3373.11,1725.63,1188.72,1188.72,1188.72,118.87,1252.72,1117.72,378,378,378,30,378,378,1545,1504.48,1801.19,510.68,2402.18,709.88,3,58.29,2023-06-01,62.48,418.09,198.12,257.5,6.69,0.32,1545,5242.28,0.26,0.33,0,2,1,2,2249.22
BEN_14873,Low,3,3,68.44,69.82,72.14,22.43,97.16,33.03,457.05,448.75,373.06,97.54,700.01,291.17,934.36,934.36,934.36,93.44,977.36,881.36,239,239,239,30,239,239,238,238.78,250.05,79.39,399.07,141.21,4,93.68,2024-04-22,22.81,152.35,311.45,79.33,6.68,0.26,238,1629.41,0.33,0.33,0,2,0,0,205.33
BEN_24504,Low,2,5,164.28,160.67,165.12,56.05,319.17,116.0,1114.59,1215.03,1126.35,261.97,1854.62,466.06,981.82,981.82,981.82,98.18,1046.82,934.82,265,265,265,30,265,265,296,311.2,249.65,64.34,527.1,203.0,3,92.91,2023-04-25,82.14,557.3,490.91,148.0,6.78,0.27,296,2392.41,0.34,0.22,1,0,0,0,328.55
BEN_07762,Low,7,4,133.03,128.71,131.56,48.64,256.45,61.88,715.79,774.54,617.82,117.97,1225.23,302.37,1154.97,1154.97,1154.97,115.5,1227.97,1115.97,0,0,0,0,0,0,225,210.35,243.4,63.04,404.79,95.45,3,82.82,2023-12-11,19.0,102.26,165.0,32.14,5.38,0.0,225,2095.76,0.37,0.28,1,1,1,0,931.19
BEN_12510,Low,7,2,126.27,123.56,105.61,49.44,222.73,89.23,769.54,750.65,819.17,161.67,1404.81,521.18,1037.28,1037.28,1037.28,103.73,1129.28,967.28,0,0,0,0,0,0,357,383.4,422.41,102.45,700.02,271.96,2,81.36,2023-01-05,18.04,109.93,148.18,51.0,6.09,0.0,357,2163.82,0.39,0.29,0,3,0,1,883.87
BEN_10183,High,5,5,238.41,261.48,257.15,66.43,326.49,138.96,1749.44,1677.15,1432.69,499.3,3299.5,827.54,1079.84,1079.84,1079.84,107.98,1151.84,1003.84,0,0,0,0,0,0,1652,1560.91,1760.01,501.73,2331.04,1077.79,1,91.61,2023-01-18,47.68,349.89,215.97,330.4,7.34,0.0,1652,4481.28,0.28,0.3,1,0,1,2,1192.07
BEN_28266,High,5,4,456.19,483.21,496.11,129.27,858.87,350.23,2978.58,3141.98,3242.0,601.98,4284.71,2141.42,876.67,876.67,876.67,87.67,938.67,841.67,0,0,0,0,0,0,1924,1967.4,1560.02,609.44,3441.2,1477.81,4,94.58,2023-03-18,91.24,595.72,175.33,384.8,6.53,0.0,1924,5779.25,0.28,0.32,1,1,0,2,2280.93
BEN_04585,High,2,5,262.65,250.95,274.92,73.46,320.59,204.93,1046.92,1007.61,1110.13,267.14,1974.78,474.16,987.74,987.74,987.74,98.77,1066.74,908.74,0,0,0,0,0,0,999,900.29,1089.92,389.17,1289.76,611.5,2,100.0,2023-02-15,131.32,523.46,493.87,499.5,3.99,0.0,999,3033.66,0.28,0.39,1,0,0,0,525.3
BEN_07359,Low,5,3,254.48,235.99,247.97,84.56,449.75,156.06,1379.19,1304.73,1366.11,169.24,1714.87,1083.55,873.04,873.04,873.04,87.3,918.04,806.04,196,196,196,30,196,196,200,201.38,164.56,58.29,357.99,84.78,4,84.81,2023-10-29,50.9,275.84,174.61,40.0,5.42,0.22,200,2452.22,0.33,0.29,0,2,2,2,1272.41
BEN_26139,Medium,7,5,123.34,121.66,120.57,19.42,214.22,49.92,900.63,879.35,842.83,126.62,1190.14,395.47,966.59,966.59,966.59,96.66,1061.59,869.59,0,0,0,0,0,0,491,450.27,586.74,174.95,714.55,335.31,2,100.0,2022-12-06,17.62,128.66,138.08,70.14,7.3,0.0,491,2358.22,0.16,0.36,1,0,1,1,863.38
BEN_08230,High,5,3,682.73,684.47,700.29,163.6,878.7,278.95,3775.74,4015.79,4523.92,652.62,6607.7,1761.44,962.13,962.13,962.13,96.21,1001.13,877.13,0,0,0,0,0,0,1331,1325.26,1376.05,331.78,2118.81,1039.26,1,71.94,2023-08-18,136.55,755.15,192.43,266.2,5.53,0.0,1331,6068.87,0.24,0.25,0,2,0,2,3413.67
BEN_15387,Low,7,4,150.44,157.69,142.84,48.27,278.34,78.23,1187.2,1258.62,1313.09,181.86,1706.5,864.69,1015.68,1015.68,1015.68,101.57,1078.68,986.68,337,337,337,30,337,337,372,348.33,301.72,113.17,728.11,191.09,3,96.17,2024-03-13,21.49,169.6,145.1,53.14,7.89,0.33,372,2574.88,0.32,0.3,1,1,1,2,1053.09
BEN_10085,Medium,7,4,320.61,348.49,371.7,70.4,615.44,212.26,1919.08,1762.63,2185.45,508.9,3210.75,793.05,785.76,785.76,785.76,78.58,812.76,699.76,0,0,0,0,0,0,558,510.96,468.03,162.25,801.74,301.4,2,81.14,2023-05-04,45.8,274.15,112.25,79.71,5.99,0.0,558,3262.84,0.22,0.29,1,1,1,0,2244.25
BEN_13545,Low,2,3,102.14,110.06,104.78,38.56,124.67,80.2,519.83,560.03,437.67,93.6,789.74,361.8,1170.22,1170.22,1170.22,117.02,1253.22,1133.22,222,222,222,30,222,222,226,237.94,224.79,53.23,340.46,170.22,3,81.25,2022-12-09,51.07,259.91,585.11,113.0,5.09,0.19,226,1916.04,0.38,0.24,0,2,1,1,204.28
BEN_01772,Medium,7,4,106.21,103.83,116.09,29.05,149.72,75.78,1129.5,1058.48,956.56,224.46,1654.3,822.59,1127.02,1127.02,1127.02,112.7,1186.02,1075.02,0,0,0,0,0,0,386,420.81,382.43,150.89,617.22,270.41,1,100.0,2023-12-22,15.17,161.36,161.0,55.14,10.63,0.0,386,2642.52,0.27,0.39,1,1,0,1,743.5
BEN_20513,Low,6,5,277.95,276.44,286.34,41.76,503.91,195.76,1887.98,1963.82,1702.92,546.63,3621.46,1262.92,868.03,868.03,868.03,86.8,942.03,833.03,358,358,358,30,358,358,366,386.53,371.08,77.13,505.25,213.69,3,88.34,2023-01-16,46.33,314.66,144.67,61.0,6.79,0.41,366,3122.0,0.15,0.21,1,0,1,3,1667.71
BEN_00890,Low,3,2,126.43,123.37,128.53,30.67,223.29,89.65,1016.47,998.46,1049.25,140.19,2027.42,775.61,1128.3,1128.3,1128.3,112.83,1196.3,1106.3,428,428,428,30,428,428,119,113.95,121.11,43.15,166.99,76.89,4,85.87,2024-03-17,42.14,338.82,376.1,39.67,8.04,0.38,119,2263.77,0.24,0.36,0,3,0,0,379.29
BEN_01262,Low,2,5,229.5,223.03,220.74,53.8,412.58,168.01,1646.13,1745.88,1598.37,475.19,2229.98,1061.63,1070.35,1070.35,1070.35,107.04,1103.35,989.35,286,286,286,30,286,286,243,246.89,284.24,58.36,337.66,160.56,4,100.0,2023-04-08,114.75,823.07,535.18,121.5,7.17,0.27,243,2959.48,0.23,0.24,1,0,0,1,458.99
BEN_02504,High,7,5,566.09,568.88,630.71,192.78,792.65,444.79,2709.57,2856.72,2947.17,523.01,4779.97,1370.71,973.26,973.26,973.26,97.33,1016.26,895.26,0,0,0,0,0,0,1899,1738.26,2262.79,463.04,2288.81,810.84,2,100.0,2024-01-30,80.87,387.08,139.04,271.29,4.79,0.0,1899,5581.83,0.34,0.24,1,0,1,0,3962.61
BEN_19647,High,4,5,115.03,122.74,112.57,44.64,175.14,75.06,553.89,526.32,506.47,97.36,1094.38,405.24,912.93,912.93,912.93,91.29,1011.93,867.93,0,0,0,0,0,0,1692,1686.72,1840.63,414.11,2126.94,905.95,1,100.0,2023-03-28,28.76,138.47,228.23,423.0,4.82,0.0,1692,3158.83,0.39,0.24,1,0,2,1,460.1
BEN_09086,Low,3,5,81.96,83.29,67.85,16.46,102.63,65.47,606.2,590.98,672.74,66.34,878.03,439.1,991.82,991.82,991.82,99.18,1088.82,964.82,258,258,258,30,258,258,282,271.08,269.66,95.59,396.68,130.7,1,90.43,2023-06-15,27.32,202.07,330.61,94.0,7.4,0.26,282,1880.02,0.2,0.34,1,0,1,1,245.89
BEN_14004,High,3,5,377.32,411.46,421.02,74.54,698.34,163.96,3613.22,3537.47,4268.96,449.16,5845.06,1752.51,1121.93,1121.93,1121.93,112.19,1173.93,1043.93,0,0,0,0,0,0,990,980.83,1035.77,273.11,1757.69,734.22,1,100.0,2023-11-11,125.77,1204.41,373.98,330.0,9.58,0.0,990,5725.15,0.2,0.28,1,0,0,1,1131.97
BEN_07692,High,6,5,145.27,154.7,144.88,53.2,284.53,103.32,1232.78,1128.34,1309.45,299.58,1824.29,663.43,888.09,888.09,888.09,88.81,923.09,804.09,0,0,0,0,0,0,52,48.99,50.81,20.26,98.89,24.73,1,79.83,2023-09-22,24.21,205.46,148.01,8.67,8.49,0.0,52,2172.87,0.37,0.39,1,0,3,0,871.62
BEN_00214,Low,2,3,53.65,51.58,62.03,16.08,86.27,36.43,543.2,495.03,534.06,126.72,953.85,338.15,1108.09,1108.09,1108.09,110.81,1161.09,1017.09,441,441,441,30,441,441,259,282.58,269.15,70.57,398.33,206.35,3,99.34,2023-07-06,26.83,271.6,554.05,129.5,10.12,0.4,259,1910.3,0.3,0.27,0,2,0,2,107.3
BEN_04740,Low,6,5,181.95,194.06,193.68,42.54,314.0,112.4,1060.24,963.84,984.84,289.54,2094.39,757.53,786.33,786.33,786.33,78.63,807.33,723.33,275,275,275,30,275,275,387,358.53,312.62,78.18,548.47,245.05,1,95.53,2023-09-15,30.33,176.71,131.05,64.5,5.83,0.35,387,2233.57,0.23,0.2,1,0,1,1,1091.7
BEN_17789,High,2,5,298.54,326.33,329.91,113.42,582.0,233.03,2147.41,2174.49,1887.58,272.92,3863.53,884.45,1164.95,1164.95,1164.95,116.49,1229.95,1129.95,404,404,404,30,404,404,1741,1588.27,1617.95,396.23,2981.46,758.53,1,96.6,2023-05-20,149.27,1073.71,582.47,870.5,7.19,0.35,1741,5053.36,0.38,0.23,1,0,0,0,597.08
BEN_04175,Medium,3,5,64.91,67.24,68.09,24.93,118.58,29.79,525.37,473.79,444.11,101.88,668.64,225.33,1165.48,1165.48,1165.48,116.55,1232.48,1097.48,0,0,0,0,0,0,324,302.36,267.63,124.41,449.14,195.87,3,100.0,2023-09-11,21.64,175.12,388.49,108.0,8.09,0.0,324,2014.85,0.38,0.38,1,0,0,1,194.74
BEN_06342,Medium,2,2,187.93,191.18,179.71,54.41,281.45,79.6,1053.49,1088.79,1131.04,209.8,1562.24,826.44,1220.11,1220.11,1220.11,122.01,1298.11,1178.11,167,167,167,30,167,167,497,543.33,537.77,119.82,719.55,314.64,1,82.47,2023-01-28,93.96,526.75,610.05,248.5,5.61,0.14,497,2770.6,0.29,0.24,0,3,1,1,375.86
BEN_05415,Low,7,5,231.81,227.16,200.97,41.86,379.91,102.41,1684.34,1571.3,1538.47,203.92,2726.38,841.48,1144.46,1144.46,1144.46,0.0,1144.46,1144.46,399,399,399,0,399,399,189,180.99,168.42,68.02,367.44,106.85,1,79.02,2023-02-13,33.12,240.62,163.49,27.0,7.27,0.35,189,3017.8,0.18,0.36,1,0,4,2,1622.69
BEN_15098,Low,3,2,86.34,79.58,97.23,13.9,146.49,54.84,456.22,467.8,411.67,88.22,644.92,334.48,1238.82,1238.82,1238.82,0.0,1238.82,1238.82,252,252,252,0,252,252,209,216.92,246.6,63.1,362.99,115.56,2,76.38,2022-12-20,28.78,152.07,412.94,69.67,5.28,0.2,209,1904.03,0.16,0.3,0,3,4,0,259.01
BEN_18306,Medium,2,3,192.03,192.48,185.36,37.41,357.42,92.51,1194.53,1176.62,979.13,225.09,1455.24,665.27,867.0,867.0,867.0,86.7,924.0,840.0,0,0,0,0,0,0,556,522.44,591.23,161.76,1040.99,431.97,1,92.47,2023-01-07,96.02,597.27,433.5,278.0,6.22,0.0,556,2617.53,0.19,0.29,0,2,1,1,384.07
BEN_33201,Medium,7,5,378.95,374.62,404.97,142.14,603.58,179.82,3609.93,3758.89,3029.59,744.84,6507.54,2376.55,1204.34,1204.34,1204.34,120.43,1301.34,1137.34,272,272,272,30,272,272,265,239.33,303.16,102.58,518.68,198.67,4,100.0,2023-01-14,54.14,515.7,172.05,37.86,9.53,0.23,265,5079.27,0.38,0.39,1,0,0,0,2652.62
BEN_01118,High,4,4,783.65,794.11,895.17,176.78,1060.51,609.58,4011.47,3654.11,3738.42,1063.05,6699.54,1743.25,828.6,828.6,828.6,82.86,881.6,745.6,0,0,0,0,0,0,706,663.69,657.68,192.14,984.5,337.39,2,83.92,2023-05-19,195.91,1002.87,207.15,176.5,5.12,0.0,706,5546.07,0.23,0.27,1,1,1,3,3134.61
BEN_14709,High,3,5,509.61,516.27,480.99,185.7,738.51,281.86,2954.91,3238.62,2712.25,744.49,5274.21,2287.53,882.37,882.37,882.37,88.24,918.37,801.37,0,0,0,0,0,0,906,862.81,750.74,244.17,1164.84,504.7,4,95.08,2023-10-30,169.87,984.97,294.12,302.0,5.8,0.0,906,4743.29,0.36,0.27,1,0,0,1,1528.82
BEN_15954,Low,3,3,169.84,158.04,174.01,58.43,269.95,115.0,1207.31,1248.48,1126.82,314.94,2077.24,756.69,805.34,805.34,805.34,80.53,881.34,750.34,239,239,239,30,239,239,2625,2710.46,3046.48,592.88,4116.08,2063.18,1,76.94,2024-04-30,56.61,402.44,268.45,875.0,7.11,0.3,2625,4637.65,0.34,0.23,0,2,3,0,509.53
BEN_10697,High,6,4,121.84,115.75,117.93,29.19,206.9,48.78,765.3,782.11,913.96,120.43,1067.16,525.47,1035.68,1035.68,1035.68,103.57,1075.68,956.68,281,281,281,30,281,281,100,96.15,91.68,26.35,134.82,40.15,2,88.39,2023-07-16,20.31,127.55,172.61,16.67,6.28,0.27,100,1900.98,0.24,0.26,1,1,2,2,731.02
BEN_11442,Low,7,4,221.32,230.36,228.03,74.05,433.15,163.09,1635.27,1521.86,1784.56,372.37,3053.95,657.45,802.28,802.28,802.28,80.23,836.28,772.28,0,0,0,0,0,0,294,272.0,289.32,94.77,463.9,218.05,4,88.91,2023-11-09,31.62,233.61,114.61,42.0,7.39,0.0,294,2731.56,0.33,0.32,1,1,0,2,1549.26
BEN_13388,Low,3,2,164.33,156.33,134.39,57.6,295.97,67.76,1107.1,1102.69,1048.72,290.32,1482.11,499.56,1050.58,1050.58,1050.58,105.06,1122.58,994.58,0,0,0,0,0,0,2155,2187.29,2243.38,639.79,3711.49,1376.62,1,96.45,2023-12-10,54.78,369.03,350.19,718.33,6.74,0.0,2155,4312.68,0.35,0.3,0,3,1,1,492.98
BEN_10570,High,5,4,108.29,105.77,105.07,31.71,176.96,49.56,998.85,1068.8,1132.26,151.66,1993.89,552.77,1261.37,1261.37,1261.37,126.14,1330.37,1209.37,0,0,0,0,0,0,1797,1756.0,1542.36,650.05,2296.9,1145.88,1,99.03,2023-02-21,21.66,199.77,252.27,359.4,9.22,0.0,1797,4057.23,0.29,0.36,1,1,0,1,541.43
BEN_02334,High,2,4,293.63,314.13,284.59,94.31,523.91,124.96,1683.7,1798.78,1562.21,169.21,2189.73,787.38,1128.81,1128.81,1128.81,112.88,1197.81,1090.81,0,0,0,0,0,0,1271,1351.2,1248.05,310.34,2420.54,579.58,4,82.26,2024-07-04,146.82,841.85,564.41,635.5,5.73,0.0,1271,4083.51,0.32,0.24,1,1,2,1,587.27
BEN_04526,Medium,2,4,306.91,328.44,365.66,84.13,422.87,240.59,1987.74,1934.77,2118.86,279.77,3533.84,882.77,828.0,828.0,828.0,82.8,927.0,775.0,384,384,384,30,384,384,380,355.0,353.26,103.87,604.07,280.59,1,78.0,2023-03-03,153.45,993.87,414.0,190.0,6.48,0.46,380,3195.74,0.27,0.27,1,1,2,1,613.82
BEN_07839,Low,4,2,48.85,49.26,52.35,14.09,81.66,29.94,227.38,230.08,230.6,59.27,439.41,154.19,660.82,660.82,660.82,66.08,747.82,619.82,217,217,217,30,217,217,275,258.31,256.88,81.05,471.27,173.95,1,76.24,2024-03-05,12.21,56.85,165.2,68.75,4.65,0.33,275,1163.2,0.29,0.29,0,3,3,0,195.41
BEN_00515,High,3,4,444.91,461.15,427.38,89.99,775.57,217.43,2369.4,2532.95,2137.88,305.37,3724.18,1496.39,1206.83,1206.83,1206.83,120.68,1263.83,1148.83,435,435,435,30,435,435,1038,1017.34,902.94,409.42,2026.88,711.81,3,100.0,2023-09-23,148.3,789.8,402.28,346.0,5.33,0.36,1038,4614.23,0.2,0.39,1,1,1,1,1334.74
BEN_16553,Medium,6,3,322.65,347.12,291.09,93.74,393.82,142.66,1446.2,1387.14,1543.31,419.94,1792.89,959.92,809.89,809.89,809.89,80.99,845.89,764.89,0,0,0,0,0,0,632,621.13,709.63,196.44,1020.89,488.27,4,68.4,2023-04-08,53.78,241.03,134.98,105.33,4.48,0.0,632,2888.08,0.29,0.31,0,2,1,1,1935.91
BEN_31831,High,5,3,90.4,94.48,99.46,29.19,179.64,64.01,487.36,509.56,411.35,142.93,899.15,340.12,941.11,941.11,941.11,94.11,1023.11,915.11,0,0,0,0,0,0,884,938.31,759.67,276.77,1426.95,531.56,2,81.05,2022-12-25,18.08,97.47,188.22,176.8,5.39,0.0,884,2312.46,0.32,0.31,0,2,1,1,452.01
BEN_02585,Medium,5,4,121.97,127.56,126.54,45.45,187.24,74.89,945.49,1002.34,778.66,235.72,1804.73,405.61,956.64,956.64,956.64,95.66,1054.64,926.64,226,226,226,30,226,226,3591,3351.87,3800.48,1395.66,5021.8,2775.0,1,85.93,2023-01-03,24.39,189.1,191.33,718.2,7.75,0.24,3591,5493.13,0.37,0.39,1,1,2,1,609.83
BEN_10513,Medium,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,771.77,771.77,771.77,77.18,840.77,675.77,0,0,0,0,0,0,432,420.24,377.93,156.45,707.47,240.41,2,73.55,2024-01-11,0.0,0.0,257.26,144.0,0.0,0.0,432,1203.77,0.0,0.36,0,5,0,1,0.0
BEN_18291,Medium,4,4,89.41,95.75,99.34,15.28,178.38,67.47,624.22,633.35,744.69,145.64,883.99,281.66,756.8,756.8,756.8,75.68,777.8,719.8,0,0,0,0,0,0,812,777.39,699.88,219.03,1294.67,520.83,1,77.96,2023-07-19,22.35,156.05,189.2,203.0,6.98,0.0,812,2193.02,0.17,0.27,1,1,0,0,357.63
BEN_02426,High,7,3,574.68,583.69,572.85,163.47,835.74,367.03,3511.21,3231.41,3385.61,783.73,5646.21,2444.24,1292.77,1292.77,1292.77,129.28,1341.77,1242.77,417,417,417,30,417,417,41,43.93,45.91,15.27,75.53,25.89,3,86.1,2023-03-17,82.1,501.6,184.68,5.86,6.11,0.32,41,4844.98,0.28,0.37,0,2,0,0,4022.76
BEN_05862,Medium,2,4,145.23,150.07,143.99,41.59,214.62,112.33,987.25,1060.49,923.72,248.57,1954.35,667.55,669.08,669.08,669.08,66.91,753.08,637.08,155,155,155,30,155,155,254,272.05,295.13,66.68,503.68,193.82,3,76.06,2024-03-12,72.62,493.63,334.54,127.0,6.8,0.23,254,1910.34,0.29,0.26,1,1,0,1,290.47
BEN_09876,Low,4,3,38.23,41.27,41.89,12.34,49.95,28.21,291.27,283.0,233.32,44.77,437.61,195.92,1067.46,1067.46,1067.46,106.75,1101.46,1028.46,400,400,400,30,400,400,200,208.74,172.49,70.2,298.89,118.58,2,85.33,2023-08-11,9.56,72.82,266.86,50.0,7.62,0.37,200,1558.73,0.32,0.35,0,2,1,2,152.92
BEN_16043,Low,2,3,175.04,174.42,161.31,54.44,260.57,84.23,1148.75,1184.91,1331.25,134.09,1459.48,600.66,981.05,981.05,981.05,98.1,1051.05,934.05,0,0,0,0,0,0,2456,2243.66,2932.31,629.64,3024.5,1325.68,3,84.04,2023-12-08,87.52,574.38,490.52,1228.0,6.56,0.0,2456,4585.8,0.31,0.26,0,2,0,2,350.07
BEN_04345,High,6,4,314.46,311.24,372.13,108.13,577.71,173.23,2654.54,2864.24,2573.01,324.3,4806.54,1132.27,911.6,911.6,911.6,91.16,956.6,837.6,0,0,0,0,0,0,1547,1602.89,1502.33,372.13,2259.68,906.64,1,100.0,2024-02-24,52.41,442.42,151.93,257.83,8.44,0.0,1547,5113.14,0.34,0.24,1,1,2,3,1886.79
BEN_13872,Low,6,5,146.91,136.52,147.81,42.3,261.75,112.98,907.76,822.38,1048.07,100.31,1412.58,550.3,989.56,989.56,989.56,0.0,989.56,989.56,269,269,269,0,269,269,300,270.19,331.3,98.93,530.87,201.02,1,85.12,2023-07-24,24.48,151.29,164.93,50.0,6.18,0.27,300,2197.32,0.29,0.33,1,0,4,0,881.44
BEN_17573,Low,5,2,85.2,92.55,85.08,22.86,163.37,35.17,286.83,293.5,305.88,68.76,353.94,144.64,982.35,982.35,982.35,98.23,1053.35,895.35,0,0,0,0,0,0,185,180.02,197.74,56.66,260.21,117.58,3,76.94,2023-02-01,17.04,57.37,196.47,37.0,3.37,0.0,185,1454.17,0.27,0.31,0,3,0,0,426.02
BEN_15439,High,5,2,564.06,619.5,606.45,122.13,739.28,331.06,1838.26,1655.66,1946.01,376.81,2532.26,1406.86,1021.34,1021.34,1021.34,102.13,1081.34,1000.34,0,0,0,0,0,0,1141,1233.95,1328.51,312.76,2273.99,607.24,1,67.02,2023-12-12,112.81,367.65,204.27,228.2,3.26,0.0,1141,4000.6,0.22,0.27,0,3,0,2,2820.3
BEN_14946,High,5,4,502.26,482.34,547.81,188.95,649.71,381.62,5089.51,5498.78,6014.55,622.15,7401.04,3191.87,829.19,829.19,829.19,82.92,893.19,756.19,0,0,0,0,0,0,135,129.26,114.3,46.27,252.01,57.27,2,95.7,2023-09-07,100.45,1017.9,165.84,27.0,10.13,0.0,135,6053.71,0.38,0.34,1,1,2,0,2511.31
BEN_24957,High,3,3,149.32,147.4,135.67,49.66,291.09,77.64,907.43,914.35,850.77,163.03,1762.16,513.83,862.81,862.81,862.81,86.28,944.81,840.81,401,401,401,30,401,401,1478,1549.63,1430.04,339.64,2368.48,632.25,3,77.13,2023-07-13,49.77,302.48,287.6,492.67,6.08,0.46,1478,3248.24,0.33,0.23,0,2,2,1,447.97
BEN_08574,Medium,7,3,256.39,235.31,257.24,43.44,314.84,138.92,2160.81,2287.23,2461.76,322.95,3711.43,1665.14,1154.55,1154.55,1154.55,115.45,1208.55,1088.55,0,0,0,0,0,0,2731,2932.91,3251.18,715.81,4615.31,1662.79,1,87.2,2024-03-12,36.63,308.69,164.94,390.14,8.43,0.0,2731,6046.35,0.17,0.26,0,2,2,1,1794.71
BEN_05635,Low,2,5,197.41,211.82,172.69,36.11,338.2,149.68,866.69,795.45,926.33,140.62,1405.22,398.47,763.84,763.84,763.84,76.38,831.84,708.84,211,211,211,30,211,211,385,382.75,425.25,125.85,511.38,237.02,4,85.88,2023-02-15,98.7,433.35,381.92,192.5,4.39,0.28,385,2015.53,0.18,0.33,1,0,1,1,394.81
BEN_12012,Medium,7,5,285.79,314.12,309.37,103.19,437.31,215.14,2359.63,2311.65,2638.55,618.54,2891.29,1010.87,825.23,825.23,825.23,82.52,867.23,781.23,0,0,0,0,0,0,2834,2620.68,2667.87,1073.24,3848.8,1168.15,3,93.33,2024-02-27,40.83,337.09,117.89,404.86,8.26,0.0,2834,6018.85,0.36,0.38,1,0,0,2,2000.52
